id,text,event_number,player_dummy,team_dummy,weekday,month,day,time,user_screen_name
10924,"""#bathurst1000
#brivadl
#uscvsaz
#theblock
arizona
#fergusonoctober
ucla
ole miss
halloween
zona""",11,0,0,7,10,12,9:53,timmadsen
6936,"""wowee, how good was that!  #bathurst1000""",11,0,0,7,10,12,7:36,dayna_whitelaw
6722,"""what an absolutely extraordinary race. #bathurst1000""",11,0,0,7,10,12,7:35,gsk43
628,"""@brunomars you got my mum up dancing.. must of did something right #moonshinetour #amazing #adelaide""",1,0,0,7,3,2,12:35,gabscinto
9097,"""chaz mostert might have lead for the smallest amount of distance in winning the great race #bathurst1000 #v8sc""",11,0,0,7,10,12,7:53,sidebyside
8232,"""rt @v8supercars: top 10 - mostert, moffat, percat, w davison, whincup, winterbottom, t kelly, r kelly, coulthard and lowndes Â #bathurst1000â€¦""",11,0,0,7,10,12,7:42,georgenelly101
8030,"""ford's chaz mostert has won his first ever #bathurst1000 - just! incredible finish, overtaking whincup on the last lap""",11,0,0,7,10,12,7:41,lucythack
10701,"""rt @bottleoracing: shattered. @daffidreynolds @deancanto drove amazingly. we appreciate all the support #teamgreen #v8sc""",11,1,0,7,10,12,9:22,maddy_ella
5200,"""james moffat could get a podium oh my freaking god @nissan_msport #bathurst1000""",11,0,0,7,10,12,7:21,sowrongitsbec
999,"""rt @teamjeldwen: cool shot of @jack_perkins cocking a wheel or two at puke today. #v8sc http://t.co/ekko7vj9xz""",4,1,0,5,4,25,10:52,gladiatorsofspo
2901,"""rt @nextontcm: the curse of the mummy's tomb (1964) ronald howard, terence morgan, fred clark. dir:Â michael carreras 12:00 pm et [cc] #horrâ€¦""",11,0,0,7,10,12,15:30,classicmp
8895,"""go nissan what an amazing race 100 mile an hour tape fixes everything #thecarthatcould #bathurst1000 #nissanhornets""",11,0,0,7,10,12,7:50,miss_you112
10473,"""finally got a chance to catch up on some key #bathhurst1000 moments, what a race! massive props to chaz, great drive! #thatturn2 #v8sc""",11,0,0,7,10,12,9:01,barnsy_lisa
7371,"""wow! what an ending!!!best #bathurst1000 i've seen. what a blow for #whincup and ##vangisbergen! but, what a win for #mostert #bathurst1000""",11,0,0,7,10,12,7:37,miss_feed
5529,"""this is insanity..... amazing insanity #bathurst1000 #v8sc""",11,0,0,7,10,12,7:25,ptg_sdlrob
2884,"""rt @leighdiffey: to honor both the #bathurst1000 &amp; #f1 this weekend, enjoy watching @jensonbutton 's lap of the mountain http://t.co/v6ssspâ€¦""",11,0,0,7,10,12,15:02,thedalyplanet
2924,"""rt @marcylauren: that quarterback for #foridastate #winston is accused of rape and he's playing! #wtf""",11,0,0,7,10,12,16:13,gbarton53smokey
1694,"""rt @nextontcm: ocean's eleven (1960) frank sinatra, dean martin, sammy davis jr, peter lawford. dir: lewis milestone 1:45 pm et [cc] #comedâ€¦""",6,0,0,7,6,22,16:46,marcarivers
4932,"""order on lap 155 #v8sc http://t.co/ayrbapz9k5""",11,0,0,7,10,12,7:19,speedcafe
12421,"""rt @hotelroyal180: tonight - #bar180 black fedora #jazz free entry https://t.co/gk8atx9aay #blues #soul #food #friends #adelaide http://t.câ€¦""",14,0,0,7,12,7,15:12,aprylt1
7145,"""mostert and morris have won this race from last on the grid. thirteen pitstops and a big hit into the tyres at griffin's bend #v8sc""",11,0,0,7,10,12,7:36,speedcafe
9560,"""rt @foxsportsnews: kings of the mountain - ford's chaz mostert overtakes jamie whincup on the final lap to win his first #bathurst1000 withâ€¦""",11,0,0,7,10,12,8:03,foxtel
2896,"""rt @oneworld_race: #vangisbergen earns pole for #bathurst1000 
http://t.co/xqac5bbzag http://t.co/fvspbjp2mr""",11,0,0,7,10,12,15:15,andrewengberson
1934,"""""remember when you sat out of the game cause you were sad?"" ""i was also cold."" #newgirl #winston""",8,0,0,6,8,2,15:09,jackiemackk
873,"""rt @jensdean: someone loves the sunshine. #winston #saintbernard #nofilter http://t.co/sbr0eocfnl""",3,0,0,7,4,6,14:35,jason_w_dean
4173,"""bathurst is turning into the steven bradbury race... #bathurst1000 #safetycar #whowillbeleft""",11,0,0,7,10,12,7:11,rendoug
11252,"""djr left mystified by costly failures - http://t.co/gemlxqa2no #v8sc #bathurst1000 #speedcafe""",11,0,0,7,10,12,10:54,mwyres
3297,"""this race just keeps presenting twists &amp; turns! #bathurst1000""",11,0,0,7,10,12,7:03,jeffmister
4667,"""pace really on now for final laps.. and there's cars going off pushing 10 10ths. #bathurst1000""",11,0,0,7,10,12,7:17,aussiepetec
6211,"""rt @scottrollinson: .@jamiewhincup is as good as @kellyslater @rogerfederer @tigerwoods - completely dominant, master at his sport.  #bathuâ€¦""",11,1,0,7,10,12,7:33,twsurf
9951,"""all i could think of in the last few laps was ""maverick, your ego's writing checks your body can't handle"" #topgun #v8sc #bathurst1000""",11,0,0,7,10,12,8:19,lisajohnston89
95,"""""@nakamartinez: #winston llora por el rayado de sus paredes...hay madres que lloran la muerte de sus hijos...... http://t.co/mps8lh9wo5""""",1,0,0,6,3,1,14:26,medicenlix
3955,"""just wow. feel so bad for @shanevg97 #v8sc #bathurst1000""",11,1,0,7,10,12,7:09,rm_andrews
7276,"""the finish at #bathurst1000 is that like kicking the winning goal in a grand final?""",11,0,0,7,10,12,7:37,rzlonzak
4943,"""â€œ@v8supercars: [video] whincup takes the lead and winterbottom spins! #bathurst1000 http://t.co/fjmdenwgkeâ€

after being clipped by lowndes""",11,0,0,7,10,12,7:19,tigerwhite1977
7027,"""unlucky to @redbullracingau @jamiewhincup and @craiglowndes888, what a bugger #v8supercars #bathurst1000""",11,1,0,7,10,12,7:36,annasdalton
6339,"""got him!!!!! a ford will win bathurst!!!!!! #bathurst1000""",11,0,0,7,10,12,7:33,kevinbertao
222,"""rt @v8supercars: mclaughlin: we can win!: front row qualifying only the start for volvo says young gun.&gt; http://t.co/mzkljhjzzj #v8sc""",1,0,0,6,3,1,19:58,sacrement999
4833,"""#v8sc at the same time, jack perkins got spun around: #bathurst1000 http://t.co/yaouoyy8ln""",11,0,0,7,10,12,7:18,baronvonclutch
10114,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,8:30,stockexchange
4790,"""rt @mattzel89: #bathurst1000 http://t.co/ayehd5zs0f""",11,0,0,7,10,12,7:18,123pnz
2627,"""zero candy  @ 65.000

#tas #tascewek #tasmurah #tasmotif #readystock #olshop #surabaya #murmer #murahâ€¦ http://t.co/meaz6disit""",11,0,0,6,10,11,16:20,grahacollection
11332,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,11:12,clarkey81
10765,"""lessons my kids can learn from @smclaughlin93 and @shanevg97 - pick yourself up and finish the damn race. #bathurst1000""",11,1,0,7,10,12,9:29,aljwrites
9557,"""i literally screamed and started shaking i'm so happy @chazmozzie #bathurst1000 http://t.co/ecsslsgcca""",11,1,0,7,10,12,8:03,smileylucus
7765,"""wow, what a race ... those last 20 laps were phenomenal. great to see a young lad in mostert get up! #bathurst1000""",11,0,0,7,10,12,7:39,warrenthomson92
4191,"""one of the @aus_airforce decorated fords has ""maverick"" on the windscreen. ""top gun"" was a movie about the us navy... :d #bathurst1000""",11,0,0,7,10,12,7:11,tugster376
6383,"""suck that holden #bathurst1000""",11,0,0,7,10,12,7:34,tromper99
3960,"""rt @motoringcomau: now 90 laps down 71 to go. here's the standings #bathurst1000 @v8supercars @petrolhedonist http://t.co/kcxvdf6ztn""",11,0,0,7,10,12,7:09,deanprananda
12184,"""rt @missjehenderson: thanks for dinner @matthewsjukes,  @tysonstelzer, @holmberg_adam and sarah! a top night at peel st #adelaide #wine httâ€¦""",13,0,0,6,11,15,13:31,tysonstelzer
2485,"""you won't believe who just created an ... #cylinderengine #cylinderengines #volvos60 http://t.co/lbpeekscwy http://t.co/l4bmwive9q""",11,0,0,5,10,10,14:55,giterdonenews
5210,"""159. drive through for lowndes. that hurts. no malice in that incident. #bathurst1000 #v8sc #161laps161tweets""",11,0,0,7,10,12,7:21,mjmilg8
8994,"""rt @troyridgley: best winning speech since 92 hahaha @fpr_australia #coughyabastard #v8sc #back2backatbathurst #bathurst1000""",11,0,0,7,10,12,7:51,pwh35491
10494,"""snappytv - [video] safety car - car 10 tim slade into the wall exit of t7 #bathurst1000 @v8supercars #v8sc http://t.co/rzerzojutx""",11,0,0,7,10,12,9:02,yamatsu
11279,"""g'day mate! check this out! â€˜#bathurst1000â€™ is tt right now in #perth. more at http://t.co/bnap781j3j http://t.co/clwz3asluh""",11,0,0,7,10,12,11:00,twittstoryau
4482,"""@v8supercars #bathurst1000 habiendo superado por lejos las 7h y con 153 vueltas de 161 winterbottom se ubica lider de cada al final.""",11,0,0,7,10,12,7:15,mazzucchelli_l
6180,"""talk bout smell of an oily rag #bathurst1000""",11,0,0,7,10,12,7:32,thecattery
10067,"""whincup what a legend! from 24th to 1st then back a lap &amp; back to first only to run out of fuel at the end. humble in defeat. #bathurst1000""",11,0,0,7,10,12,8:26,miss_mel_89
9124,"""what a race!!! #bathurst1000""",11,0,0,7,10,12,7:53,joshc_nz
8259,"""#bathurst1000 spectacular race. incident packed, unpredictableâ€¦ and now chaz mostert is the most famous chaz in the world #whoischazbono""",11,0,0,7,10,12,7:43,thesportsfreak
7727,"""@channel7 good time to go to an ad break, right in the middle of interviewing the winner #poorform #bathurst1000""",11,0,0,7,10,12,7:39,wade_mccarthy
331,"""l20363 rice 
white material 
pu size 27x37x15 
idr.160k

#newarrival #readystock #importbag #tasâ€¦ http://t.co/txfftr7jmu""",1,0,0,7,3,2,13:42,gadiezkecil_
2340,"""finished,,thanks god #fekonomi #manajemen #h-2 #tas #name taq #chocolate #softdrink #candy #loveâ€¦ http://t.co/p3vexk60wl""",10,0,0,7,9,14,17:11,ameliameipin
10777,"""rt @joe_hildebrand: shocker of a track today. i haven't seen that many holes since craig thomson tried to explain his credit card statementâ€¦""",11,0,0,7,10,12,9:31,snapitson
4227,"""absolutey gutted for @shanevg97 @isabella_tekno @jonathonwebb you have done an awesome effort today, heartbreaking :( #bathurst1000 #v8sc""",11,1,0,7,10,12,7:12,clubby_r8
1280,"""rt @menzfruchocs: naaaaaaw #love #fruchocs #february #safood #adelaide http://t.co/9s4lazyxvk""",4,0,0,7,4,27,12:09,badgainiki
5668,"""hectic day on the mountain! #bathurst1000 #v8sc""",11,0,0,7,10,12,7:27,laurahockley13
6707,"""rt @mkps001: that was positively insane. an amazing finish... what a race! #bathurst1000""",11,0,0,7,10,12,7:35,stevesmithffx
4751,"""@mwinterbottom spun from p2 by cl. wild but he's back on. now p8. chaz p2 and takes up the fight. #bathurst1000 #v8sc""",11,1,0,7,10,12,7:18,tickfordracing
6530,"""rt @spurlo4: wow! #bathurst1000""",11,0,0,7,10,12,7:34,jacqui_and_west
11728,"""yes i know the stones are playing. i don't care. #adelaide""",12,0,0,7,10,26,13:07,jedistocky
579,"""rt @comicstripshow: tonight on the show #adelaide @patburtscher &amp; @gordonsouthern w burly from @kittybangbangs &amp; @themisspollyrae 11.30 in â€¦""",1,0,0,7,3,2,12:07,themisspollyrae
8028,"""i dont even follow racing &amp; i had goose bumps! @jamiewhincup can run out of fuel all day long if thats the performance we get! #bathurst1000""",11,1,0,7,10,12,7:41,mya_mac
4249,"""â€œ@rendoug: bathurst is turning into the steven bradbury race... #bathurst1000 #safetycar #whowillbeleftâ€ has been all afternoon.""",11,0,0,7,10,12,7:12,boeufblogginon
1235,"""#tas #branded, lokasi batam harga saudara kandung, dropship amanah hub: @alambatam_ 085765677363 ï£« pin:74aca66b http://t.co/whwzd7kkyd""",4,0,0,7,4,27,14:35,cute_iklan
9200,"""rt @speedtvaus: wow. just, wow. well done @chazmozzie and paul morris, and @fpr_australia. #2for2 #coughyabastardcough #v8sc http://t.co/yiâ€¦""",11,1,0,7,10,12,7:54,keranm
2281,"""@fatalwidow || available roles for #twilight || [volturi] (oc's) #adelaide(oc), #alexander(oc)-- @/dm for info, 18+""",10,0,0,7,9,14,14:52,fatedmuserp
11400,"""rt @adelaide_fc: congratulations ambassador @nickpercat on finishing third in #bathurst1000. what a finish! #lovesbathurst @v8supercars #goâ€¦""",11,1,0,7,10,12,11:24,bravowikileaks
1560,"""table 8. community quiz night @ st peter's girls. thanks #gobite #torbreck for support #adelaide http://t.co/arrcjqwq1b""",6,0,0,6,6,21,15:25,wallacelong
339,"""walsh wins round despite late race contact: ash walsh has won the first round of the dunlop series' desp... http://t.co/90br77ru7d #v8sc""",1,0,0,7,3,2,13:46,super2series
11845,"""bogan stones by the torrens #adelaide #rollingstones #river #sparklingale #beer #coopers #epic #goodtimes http://t.co/ophslqz5qz""",12,0,0,7,10,26,14:08,epicjtlang
7419,"""woo hoo @chazmozzie what a win!! #goford #bathurst1000""",11,1,0,7,10,12,7:38,jackie_cats
3898,"""oh van gis #bathurst1000 #v8sc""",11,0,0,7,10,12,7:08,sowrongitsbec
10879,"""castrol has won its 20th #bathurst1000 with @chazmozzie paul morris claiming their maiden victory today

read more: http://t.co/zxsygwnllf""",11,1,0,7,10,12,9:47,castrolracingau
6533,"""#yayme @giogeeo #bathurst1000 #ford""",11,0,0,7,10,12,7:34,nikgii
6499,"""#bathurst1000 simply unbelievable...""",11,0,0,7,10,12,7:34,mitchykerr5
4314,"""rt @holdenmsport: got to feel for @teknoautosports, @shanevg97 and @jonathonwebb. fought hard all day, came so close. #bathurst1000 #v8sc""",11,1,1,7,10,12,7:13,alexhuffman_
6173,""".@cameronwatt 6hr races were the best - fuel juggles #bathurst1000""",11,0,0,7,10,12,7:32,doclach
2073,"""rt @tf_bag: pca1632 colour brown material pu size l 26 w 10 h 21 price rp 175,000 #bandung #jakarta #jual #beli #murah #tas #bag http://t.câ€¦""",9,0,0,6,8,23,15:14,irsyad7_7
223,"""rt @daveyk7: a pattern has been formed in 2014 already.... go get 'em @craiglowndes888 #clipsal500 #v8sc @redbullracingau http://t.co/eu7inâ€¦""",1,1,0,6,3,1,19:58,lesleyanna05
2729,""".@shanevg97 doma la montaÃ±a y saldrÃ¡ en pole #v8sc #bathurst1000: http://t.co/oxnut8f2xo""",11,1,0,6,10,11,12:56,motoryracing
11237,"""@wtf1couk - watched it all day.  was an awesome race to watch too bad the wrong make won #bathurst1000 #v8sc #bugger""",11,0,0,7,10,12,10:51,fred1976
1425,"""rt @chopfrewy: @tahnylew you looked like an absolute pro doing the reporting on v8 xtra!! #v8sc""",5,0,0,6,5,17,13:56,tahnylew
1848,"""#dad #selfie #footy #power #adelaideoval #adelaide http://t.co/gaefn4cdsp""",7,0,0,7,7,6,15:03,emily_outram
8334,"""wow #bathurst1000 ! after 1000km it comes down to the last 3km. feel for @jamiewhincup &amp; @redbullracingau . i'm just going to get some fuelðŸ˜""",11,1,0,7,10,12,7:43,gracemusgrove
7810,"""when was the last time souths won the @nrl premiership and ford won the #bathurst1000? #v8sc #gloryglory""",11,0,0,7,10,12,7:40,mmcinerney89
10139,"""bathurst 1000 wrap up: chaz mostert conquers the mountain #bathurst1000 #mountpanorama #v8sc - http://t.co/d1nhrzfysp""",11,0,0,7,10,12,8:31,biaus
8640,"""amazing race jamie!! couldn't make it there in the end but you did brilliantly!! #mountpanorama #v8supercars #jamiewhincup #bathurst1000""",11,0,0,7,10,12,7:47,vikkets226
2895,"""rt @v8supercars: sportsmanship #bathurst1000 #v8sc http://t.co/p0xnc68scw""",11,0,0,7,10,12,15:13,jonathannascar
10559,"""23 tweets per minute are mantaining #bathurst1000 as #1 trending topic in melbourne http://t.co/vd1oexoxbh""",11,0,0,7,10,12,9:09,trendoamel
5525,"""rt @zebosch: hey @justinmorristt1 you're not alone being an inspiration to the #diabetes community, @jack_perkins currently racing #bathursâ€¦""",11,1,0,7,10,12,7:25,justinmorristt1
10426,"""rt @v8supercars: whincup's conserving mostert desperate to get around, but can't t the top Â #bathurst1000 #v8sc""",11,0,0,7,10,12,8:58,formula1toniann
391,"""speechless. rt @abcnews: a man has drowned in #adelaide's torrens river while trying to recover a model boat. http://t.co/oxf7dkndxqâ€""",1,0,0,7,3,2,14:28,4foot10inches
8194,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,7:42,adrianpfander
10454,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,9:00,gmollie31
12437,"""pesanan little flowery casual bag &lt;3
thx for order 

#bag #tas #tasrajut #crochet #handmade #rajutanâ€¦ http://t.co/avfm8bqbug""",14,0,0,7,12,7,15:54,knitknothc
10955,"""would just like to say that the mountain has delivered yet again!! #v8sc #bathurst1000 #holden #volvo #good #bad #ugly""",11,0,0,7,10,12,9:58,beccollard97
12453,"""@flannelfalcon yeah @smurphlaw much better than #winston""",14,0,0,7,12,7,16:30,aaronscheidies
