id,text,event_number,player_dummy,team_dummy,weekday,month,day,time,user_screen_name,positive
10295,"""snappytv - [video] red flag - #bathurst 1000 red flagged for turn 2 track repairs. @v8supercars #v8sc http://t.co/mlqkhym0xu""",11,0,0,7,10,12,8:45,yamatsu,0
9065,"""rt @nissan_aus: incredible finish to #bathurst1000. nissan 2nd! unforgettable drive by @j_moffat in the nissan #altima http://t.co/mkj51zkuâ€¦""",11,1,0,7,10,12,7:52,r117312g,0
4317,"""van gisbergen... holy fuck, all that just to stall? get fucked!!! #bathurst1000""",11,0,0,7,10,12,7:13,jesssloveee,0
10619,"""rt @aus_airforce: look up #adelaide as #raaf celebrates 75th anniversary of 10 &amp; 11 sqns cbd flypast 1:30pm http://t.co/qanajh76tx""",11,0,0,7,10,12,9:15,leigh_ann_casey,0
9521,"""rt @v8chosenone: he says that next year he's tempted to not even try to qualify! #v8sc #bathurst1000""",11,0,0,7,10,12,8:02,pwh35491,0
11523,"""rt @v8supercars: odd couple wins extraordinary bathurst: there were more twists, plots and sub-plots in living memory â€“ a... http://t.co/kjâ€¦""",11,0,0,7,10,12,11:54,tilldooh,0
1196,"""#adelaide commong sa australian agents!1! common down to http://t.co/ffoapp5ybb""",4,0,0,7,4,27,14:02,auspropertyagen,0
2830,"""#tas #taslokal #taskanvas #bag http://t.co/4culsvldgu""",11,0,0,7,10,12,14:23,shadheena,0
9342,"""rt @agnuspagnus: wow. whincup just ignored his team and drove for himself. no team in whincup. arrogant in the extreme. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:57,ljsearles,0
7455,"""i'm not a big motorsport fan but gee that was an amazing finish to #bathurst1000!""",11,0,0,7,10,12,7:38,brentcostelloe,1
4163,"""rt @fpr_australia: while the crew is slacking away on the grid things are a little less stressed in the garage #livefornow #v8sc http://t.câ€¦""",11,0,0,7,10,12,7:11,deanprananda,0
12303,"""rt @katie_spain: nature saluting the sky #adelhills mt loft botanical gdns #adelaide http://t.co/flbem6flqr""",14,0,0,6,12,6,14:37,adelaidejerks,0
968,"""rt @v8supercars: something for everyone at a #v8sc event especially the kids with the disney pixar fun zone. http://t.co/q2elalkb9j""",4,0,0,5,4,25,10:00,jackrespawnable,0
12377,"""rt @v8supercars: the rain has arrived! #v8sc #sydnrma500 http://t.co/ujwwij9uxg""",14,0,0,7,12,7,13:37,raddie_cz,0
5206,"""rt @dryobbo: that's a trying-to-keep-ford-in-the-series call from schenken #bathurst1000 #v8sc #hardieferodo""",11,0,0,7,10,12,7:21,laurenetrim,0
1736,"""@sia #1000formsoffear is absolutely amazing!!! words simply can not describe how great it is!! #adelaide #amazing""",7,0,0,6,7,5,14:30,brendomyathole,0
7906,"""well done chaz and paul #bathurst1000""",11,0,0,7,10,12,7:40,rjgunnis,1
12403,"""enjoy flexible working hours and earn income at same time! #adelaide @energizeu2 http://t.co/kz4mt7beb7 http://t.co/rclwplau94""",14,0,0,7,12,7,14:04,adelaidebiz,1
10232,"""dont feel 100% but not a bad day to spend in front of the tv. #bathurst1000 #v8sc #7sport""",11,0,0,7,10,12,8:38,mrjmcd11,0
9356,"""the longest #bathurst1000 ever - that deserves a dink.""",11,0,0,7,10,12,7:57,bathurstpubs,0
3736,"""van gisbergen was leading and can't restart the car now. he stalled it. #bathurst1000""",11,0,0,7,10,12,7:07,luke_gero,0
5370,"""rt @speedcafe: moffat and nissan now set for a podium #v8sc""",11,0,0,7,10,12,7:23,tiffany_morris,0
11204,"""@f1paddockpass amazing race, phenomenal circuit, great series, f1 could learn a lot from #v8sc""",11,0,0,7,10,12,10:44,swcracing,1
4460,"""rt @dryobbo: that's not a stall. that's a breakage. #bathurst1000 #v8sc #hardieferodo""",11,0,0,7,10,12,7:15,redwombat101,0
9115,"""lowndesy taps frosty then whincup runs out of fuel and mostert wins? #karma #redbull #vs #fpr #bathurst1000""",11,0,0,7,10,12,7:53,schmidthouse20,0
12442,"""this is what others are posting about #v8sc http://t.co/qqnfne65qv #news #breaktheinternet #trendingcontentnow""",14,0,0,7,12,7,16:10,now_content,0
3180,"""love to see @craiglowndes888 getting into groove smooth driving #bathurst1000 #v8sc #v8supercars""",11,1,0,7,10,12,7:02,brad_b777,1
10572,"""@garthtander thank you for the very amusing tweets and commentary for #bathurst1000 it made for a very funny day was great #newcareer""",11,1,0,7,10,12,9:10,donnaa7x123,1
6209,"""mostert and morris lead on the final lap after starting last!! #v8sc #bathurst1000  holden vs ford""",11,0,0,7,10,12,7:33,darcyf1,0
7584,"""161laps completed. whincup/dumbrell lead the final laps but ran out of fuel on the final lap giving mostert/morris the race win #v8sc""",11,0,0,7,10,12,7:38,wsracing,1
5595,"""rt @v8supercars: huge moment for percat and winterbottom side by side at turn two â€“Â winterbottom yields #bathurst1000 #v8sc""",11,0,0,7,10,12,7:26,fredsmith914,0
7209,"""rt @speedcafe: mostert and morris have won this race from last on the grid. thirteen pitstops and a big hit into the tyres at griffin's benâ€¦""",11,0,0,7,10,12,7:37,drivennz,0
1916,"""@isabella_tekno time to switch to #unfollow mode waiting for #v8sc races available here in italy. let @shanevg97 go #pedaltometal, ok?""",8,1,0,6,8,2,14:26,therealbarza,0
12277,"""the walls are white (well... almost) and the carpet's gone! 
| #watchthisspace | #adelaide | #cycling | #ergo http://t.co/55ghttxo1f""",14,0,0,6,12,6,13:45,ergo_au,0
5342,"""this is an incredible finish to an incredible race. #bathurst1000""",11,0,0,7,10,12,7:23,anthonyclarkau,0
2354,"""workzone: whistle-blower obstacles growing   http://t.co/gx0uciby3c
  #companyprofile #countrywide #winston""",10,0,0,7,9,14,12:40,pittsbgpirate,0
3465,"""rt @v8supercars: winterbottom has inherited the lead, with whincup second, lowndes third. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:05,djwronghead,0
7693,"""baretts will be gutted that the chosen one didnt win. #bathurst1000""",11,0,0,7,10,12,7:39,zathrassquared,0
4194,"""rt @v8supercars: 10 to go, we're still under safety car #bathurst1000 #v8sc""",11,0,0,7,10,12,7:11,dancemania97,0
4570,"""make that p1. #v8sc""",11,0,0,7,10,12,7:16,zerogeewhiz,0
2324,"""rt @speedtvaus: how good was this guy? @al_buncombe takes p10 in his first #v8sc race. rt @nissan_msport: http://t.co/7de2vr88k6""",10,0,0,7,9,14,16:14,pcgentplc,0
12156,"""this guy was on a charge all day today . well done @adamarjoram  in the @v8utesaustralia #v8sc #gc600 http://t.co/at5gvvhhar""",12,0,0,7,10,26,12:45,polly1976,0
590,"""rt @technologytotea: do you know any temp tas based in london? http://t.co/eet4cjpscr they need training too! many lack confidence #cpd #taâ€¦""",1,0,0,7,3,2,12:12,alwayslearnweb,0
3937,"""go frosty!!!! #back2backatbathurst #bathurst1000 #fordfaithful #bathurst1000 #v8sc""",11,0,0,7,10,12,7:09,adamlane351,0
196,"""#clipsal500 one of the best arabic songs ever don't miss it http://t.co/ufwb6owdn7 #ranasamahateam""",1,0,0,6,3,1,18:38,_rose848,1
10912,"""@mwinterbottom @chazmozzie @fpr_australia what an incredible weekend. so excited to see an fpr win. great work boys! #bathurst1000""",11,1,0,7,10,12,9:51,kato_ross,1
10706,"""these auctions are reflective of jamie whincup today. started off electrifying and now running on empty. #theblock #bathurst1000""",11,0,0,7,10,12,9:23,jlmckern,0
6951,"""rt @v8supercars: mostert's on the roof of the car. what a spectacular drive from last on the grid. Â #bathurst1000 #v8sc""",11,0,0,7,10,12,7:36,pedalalmetal,0
5788,"""rt @pitlanewb: calls are getting urgent. save. save. bit like us with the beers at about 4pm with this long race. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:29,dylanberderow,1
10297,"""rt @v8sfg: chaz mostert and paul morris win the 2014 bathurst 1000. we can't say anything else, this won't make sense for weeks. #v8sc #batâ€¦""",11,0,0,7,10,12,8:45,jaymcgr,0
9299,"""rt @vcdf_australia: hon lieutenant @chazmostert 2014 #bathurst1000 champion - fight and win chaz @fpr_australia @australian_navy http://t.câ€¦""",11,0,0,7,10,12,7:56,njl1980,1
9686,"""rt @polly1976: @shanevg97 all i can say today is that what happened to you is character building your time will come. #v8sc #bathurst1000 #â€¦""",11,1,0,7,10,12,8:07,v8ali2,0
2037,"""un mejor espectaculo a sus seguidores. #nascar #dtm #v8sc se pueden usar como ejemplos. sus proyectos homologadores han tenido exito""",9,0,0,6,8,23,15:03,pedalafondonet,0
2447,"""@nilsfrahm shivered #adelaide tonight with synth and some alchemy on grand piano, a creator of the sublime and intimate""",11,0,0,5,10,10,13:23,julesmojo,0
4291,"""rt @speedcafe: it'll be an fpr versus red bull showdown on the restart. winterbottom, whincup, lowndes, mostert. who is your money on? #v8sc""",11,0,0,7,10,12,7:12,doctor46th,0
9473,"""bad luck for my #redbullteam, but glad to hear a newbie got his maiden win up! #bathurst1000 #v8sc""",11,0,0,7,10,12,8:00,jojostweety,1
4060,"""disgusting tv. let the poor shattered bastards have a moment of time before jamming mics in their faces! #bathurst1000 #seven #ch7 #shame""",11,0,0,7,10,12,7:10,huntereconoman,0
11492,"""rt @todd_hazelwood: p5 in the 250km #v8sc @dunlopseries race. so stoked with our result in the tecalemit v8sc! thanks to everyone!#thr httpâ€¦""",11,0,0,7,10,12,11:49,dankyuss,0
4277,"""it'll be an fpr versus red bull showdown on the restart. winterbottom, whincup, lowndes, mostert. who is your money on? #v8sc""",11,0,0,7,10,12,7:12,speedcafe,0
5243,"""rt @v8supercars: l155 - pit lane penalty for craig lowndes #bathurst1000 #v8sc""",11,0,0,7,10,12,7:22,drew20pearson,0
6934,"""if anyone tells you the #bathurst1000 isn't the greatest race in the world, then they are kidding themselves following today's race!""",11,0,0,7,10,12,7:36,jeffmister,0
4834,"""i didn't need to watch the #bathurst1000 all day. it's all happening now.""",11,0,0,7,10,12,7:18,malbrown2,0
4859,"""there's 7 to go at mount panorama, this is insane motor racing #bathurst1000 #v8sc""",11,0,0,7,10,12,7:19,supercars,0
9965,"""rt @paulcochrane: huge win for the dude from scrubs #bathurst1000 #mostert #v8sc http://t.co/sjxsrhyl2c""",11,0,0,7,10,12,8:20,huuza1,1
21,"""rt @7newsadelaide: just how much food are we throwing away each week? an #adelaide study says too much. details on @7newsadelaide at 6 | htâ€¦""",1,0,0,5,2,28,14:35,mcfuzzlemanchen,0
53,"""tenemos rato sin sentirnos seguros! bienvenido #winston #sos #sosvenezuela #venezuela #inseguridadâ€¦ http://t.co/dl2vyobjdf""",1,0,0,5,2,28,16:09,viky_diaz86,0
935,"""i can't wait to see the cutest puppy ever tomorrow! #winston #godson""",3,0,0,7,4,6,16:36,allisonkron21,1
3613,"""oh no, stalled it! #bathurst1000""",11,0,0,7,10,12,7:06,flick2001,0
4331,"""rt @v8supercars: svg can't get out the pit bay. the car's gone #bathurst1000 #v8sc""",11,0,0,7,10,12,7:13,jamesf1m,0
5727,"""don't save fuel #bathurst1000 #v8sc""",11,0,0,7,10,12,7:28,clubby_r8,0
11456,"""rt @thomsherwin: amazing day at the #bathurst1000. one of the best finishes in motorsport happened today. http://t.co/ljdrfm3ure""",11,0,0,7,10,12,11:41,quantumpsychic,1
3621,"""tired of buying lives? â€mucho mango""neverbuylivesagainlive4ever! rt http://t.co/chjuxur57p ..      #bathurst1000""",11,0,0,7,10,12,7:06,amazonaddsdeals,0
2594,"""rt @adelaidenights: moseley bar &amp; kitchen | #adelaide food central via @posmateau: at the former site of the dublin is the the moseleyâ€¦ httâ€¦""",11,0,0,6,10,11,15:22,chipin_golfday,0
6126,"""leader jamie whincup is out of fuel !!!!!! #bathurst1000""",11,0,0,7,10,12,7:32,godd_zilla,0
6492,"""that was the most amazing race i've ever seen #bathurst1000""",11,0,0,7,10,12,7:34,gquattromani,1
7639,"""what a finish @v8supercars! @7mate_tv host neil crompton will have lots to talk about @shannonsinsure legends of motorsport #bathurst1000""",11,0,0,7,10,12,7:39,aaronshanelee,0
626,"""@frogqueenelaine @chadneylon here's hoping chad is commentating til you die. #ignorantbitch #clipsal500""",1,0,0,7,3,2,12:34,joedeavin,0
9717,"""rt @mattzel89: the car that won looked like this some hours ago #bathurst1000 http://t.co/wm3ztpjs80""",11,0,0,7,10,12,8:08,jurylady5,1
4894,"""rt @pitlanewb: with that move craig lowndes has qualified for the chase for the sprint cup. #v8sc #bathurst1000""",11,0,0,7,10,12,7:19,dylanberderow,0
8851,"""unfortunate end to @jamiewhincup and dumbrell's day. jw still controls championship! #v8sc #bathurst1000""",11,1,0,7,10,12,7:50,holdenmsport,1
9998,"""safety car driver has peter brock trophy pulled out from under him by chaz mostert and paul morris!  #bathurst1000""",11,0,0,7,10,12,8:22,therossjackson,0
10806,"""rt @jamesmconie: well that was a great race. #bathurst1000""",11,0,0,7,10,12,9:35,caleb_jasmat,1
12288,"""good #morning #ig#holiday #specials #idohair #ihustle #gso #highpoint #winston #ncat #uncg #wssu #336â€¦ http://t.co/ydsjl25olq""",14,0,0,6,12,6,14:17,iamohtoocute,0
10189,"""rt @teknoperform: you are a champion @shanevg97. the messages of support are unbelievable. bigger and better next year for bathurst. #v8sc â€¦""",11,1,0,7,10,12,8:34,tweetherz,1
8307,"""what an unbelievable race. #bathurst1000""",11,0,0,7,10,12,7:43,davidjh457,1
10219,"""holden fans showing just how classy they all are. #v8sc""",11,0,0,7,10,12,8:37,_ranroo,0
1163,"""rt @v8x_magazine: then and now, 20 years between volvo's 850 estate and s60 v8 supercar: https://t.co/hoeqlalxrv. #v8sc #v8x #v8supercars #â€¦""",4,0,0,6,4,26,13:27,grmotorsport,0
10537,"""rt @yolotus: that was the most incredible motor race i have ever seen. @chazmozzie you beauty #v8sc #bathurst1000 http://t.co/dqmceiaoib""",11,1,0,7,10,12,9:07,neutralee2020,0
10366,"""my @redbullracingau impersonation. "" almost a ""bathurst moment"" of my own! 
#bugger #bathurst1000 #holdenforever http://t.co/vfwa7qgbih""",11,0,0,7,10,12,8:52,jasereeves,0
10821,"""gotta love the irony in this advertising!!! what a win!!! @chazmozzie @fpr_australia #bathurst1000 #v8sc #backtoback http://t.co/aalkecdhob""",11,1,0,7,10,12,9:38,toph_colter,1
1869,"""hangi taÅŸÄ± atayÄ±m diye dÃ¼ÅŸÃ¼nÃ¼yor ðŸ˜‚â¤ðŸ¶ðŸ¾ #pilli #yorkshiere #okey #tas http://t.co/imttrheves""",7,0,0,7,7,6,16:19,ranaakyildiz,0
6992,"""what a day! can't believe we have made it to the end of another #bathurst1000.  #v8sc""",11,0,0,7,10,12,7:36,alicecoomans,0
1121,"""rt @missmuaprincess: https://t.co/inmnjwe5yp #professional #adelaide based #makeup #artist and #hair #stylist #book me for your next #eventâ€¦""",4,0,0,6,4,26,12:19,hellyesmakeup,0
10237,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,8:39,b0bbiekins,0
9708,"""#bathurst1000 is the top trend in the united states. weâ€™re paying attention, @v8supercars. get back here for a regular race, asap.""",11,0,0,7,10,12,8:08,scorpshockey,0
2386,"""ambrose de retour en #v8sc, probablement avec penske pour dÃ©fier les whincup, lowndes ou encore mclaughlin... j'en rÃªve dÃ©jÃ  !!""",10,0,0,7,9,14,13:03,jonathannascar,0
3474,"""nooooooo, van gisbergen's lost it. #bathurst1000""",11,0,0,7,10,12,7:05,doctor46th,0
11683,"""got to feel for @holden_racing. the mountain has proven somewhat harder to win for them since the early 00s. they will bounce back #v8sc""",11,0,0,7,10,12,12:43,v8scopinion,0
3298,"""lap 150 and blanchard hits the wall at the cutting to bring out yet another safety car #v8sc""",11,0,0,7,10,12,7:03,wsracing,0
6462,"""rt @mattys123: that was awesome, stunning, great tv, don't go to the news #bathurst1000""",11,0,0,7,10,12,7:34,7scott77,1
10555,"""meanwhile #bathurst1000 http://t.co/iau8hb1lck""",11,0,0,7,10,12,9:09,vecchioleigh,0
4392,"""we just need a kangaroo or two now. #bathurst1000""",11,0,0,7,10,12,7:14,paul_jobber23,0
3885,"""@neilhudson ah it's unbelievable at this point, really envy the fact that you are there! #v8sc #bathurst1000""",11,0,0,7,10,12,7:08,dcr22b,0
1150,"""rt @angiemcbride: have you been graffittiing our fare city @stephenyarwood ?? you rebel!! ha ha!! #adelaide http://t.co/inlg4ezatl""",4,0,0,6,4,26,13:01,hull_cr,1
2317,"""rt @antirosieraden: altijd naar je spullen zoeken in je #tas? een #tasorganizer is dan echt een #musthave http://t.co/atkzltrlxk http://t.câ€¦""",10,0,0,7,9,14,15:59,villavica,0
3539,"""just doing some math (i was suprised)....this race should be the longest #bathurst1000 ever!! #v8sc""",11,0,0,7,10,12,7:06,jmthompson95,0
3781,"""dont fukn talk to him #v8sc""",11,0,0,7,10,12,7:08,mrchaos1ne,0
12285,"""come show #juicyj what you got in #winston salem dec 12 - you got what it takes #musictrain #movement""",14,0,0,6,12,6,14:02,music_train,0
530,"""amazing pic @alterbridge myles on stage! #adelaide #soundwave2014! #fortresstour thanks to Â© kev6006 http://t.co/bb9gh74k4g""",1,0,0,7,3,2,17:56,aenima76,1
2754,"""""now here's the odds thanks to the social parasites at tattsbet."" #bathurst1000""",11,0,0,7,10,12,13:10,zathrassquared,0
11401,"""rt @pitlanewb: not saying @shanevg97 is cool, but even his dad wears a flat cap like a rapper. #v8sc #bathurst1000""",11,1,0,7,10,12,11:24,bnothling,0
2114,"""#adelaide #southaustralia #streetart #adelaidestreetart #iajot @adelaidemade @radelaide5000 @arthunterofsa #urbanart http://t.co/rqldndmyod""",9,0,0,6,8,23,12:48,aneale71,0
4337,"""where are all the vulvas? #bathurst1000""",11,0,0,7,10,12,7:13,crk5,0
5276,"""@bevansanson would love to be amongst the crowd!! #v8sc @bathurst1000""",11,0,0,7,10,12,7:22,tylanathanwong,1
4627,"""holy shit!!! wooooowwww!!!! #bathurst1000""",11,0,0,7,10,12,7:17,aussiephinatic,0
2549,"""rt @tasmania: the magical binalong bay near st helens, a top spot for a weekend break. pic @lovethywalrus (on ig) #tassie http://t.co/kzc4pâ€¦""",11,0,0,6,10,11,14:11,babybemine1013,0
3269,"""sc hits double figures #wellplayed #applause #bathurst1000""",11,0,0,7,10,12,7:03,sidebyside,0
3890,"""rt @fpr_australia: frosty cycles to p1. chaz p4. 10 to go &amp; still under sc. kiwis p8, jack p11 #bathurst1000 #v8sc""",11,0,0,7,10,12,7:08,triddy243,0
3059,"""rt @markberetta: happy #bathurst1000 day! enjoy the great race! 104 countries are taking the live coverage. we have more than 180 cameras oâ€¦""",11,0,0,7,10,12,18:31,tomknight16,1
9314,"""rt @speedcafe: moffat and douglas' second also comes despite getting into the griffin's wall. they did it twice #v8sc""",11,0,0,7,10,12,7:56,jdr_lovetheteam,0
3760,"""why didn't they just try to push start svgs car? #bathurst1000""",11,0,0,7,10,12,7:08,jordannoon,0
9983,"""rt @dailytelegraph: #bathurst1000 you've got to laugh: the best memes of the dramatic tarmac repair stoppage http://t.co/sxsnmrimer http://â€¦""",11,0,0,7,10,12,8:21,ilove_mojitos,1
2255,"""to keep lauren's new puppy or not is what my life has come to #winston ðŸ¶""",10,0,0,6,9,13,17:22,sttteph_mendoza,0
9838,"""holly fuck what a race!! thats why #bathurst1000 is the best race of the year! anything can happen!""",11,0,0,7,10,12,8:13,thedylan027,0
10804,"""rt @dariofranchitti: congrats @chazmozzie and paul morris on winning bathurst, delighted to see the old man on the podium!!  #v8sc""",11,1,0,7,10,12,9:35,joelbaby81,1
5550,"""that nissan is unreal. spent more time in the wall than on the track. #bathurst1000""",11,0,0,7,10,12,7:25,gtrplyr83,0
5461,"""people who say motor racing is boring dont have a clue. my heart stomach, heart and head have been spinning all day #v8sc #bathurst1000""",11,0,0,7,10,12,7:24,samwhitelaw77,0
1649,"""just catching up on #eastenders and just saw #winston from @bbuk working in sharons bar! #bbuk""",6,0,0,7,6,22,14:32,leilakhemiri,0
5898,"""rt @speedcafe: team manager dutton now on the radio: â€œseriously mate we're not going to make it.â€ #v8sc""",11,0,0,7,10,12,7:30,fredsmith914,0
11210,"""rt @yolotus: that was the most incredible motor race i have ever seen. @chazmozzie you beauty #v8sc #bathurst1000 http://t.co/dqmceiaoib""",11,1,0,7,10,12,10:45,thisguy378,0
3097,"""i have no idea how these strategies are going to play out...who's going to win this thing!? #bathurst1000""",11,0,0,7,10,12,7:00,ndegroot89,1
4866,"""with that move craig lowndes has qualified for the chase for the sprint cup. #v8sc #bathurst1000""",11,0,0,7,10,12,7:19,pitlanewb,0
10980,"""king of the mountain #bathurst #bathurst1000 #driveriderace #v8sc http://t.co/ousumgrenc""",11,0,0,7,10,12,10:06,belindagavin,0
3080,"""come on @shanevg97 !

although, at this point i really just want a holden to win. any one will do!

#v8sc""",11,1,0,7,10,12,7:00,rach_d,1
3993,"""@ilove_mojitos lol, frosty is leading!! ford rules. #bathurst1000""",11,0,0,7,10,12,7:09,wrcmark44,1
7715,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,7:39,redabbey1,0
5799,"""save fuel? hell no #bathurst1000""",11,0,0,7,10,12,7:29,nickheath,1
5778,"""this is insane. is he going to run out of fuel? #bathurst1000""",11,0,0,7,10,12,7:29,brandonmckay6,0
6000,"""whincup about fucked.... great stuff #goford #bathurst1000""",11,0,0,7,10,12,7:31,skehanie,1
4157,"""i'll always go for #ford at the #bathurst1000 but even i feel heartbroken for van gisbergen.""",11,0,0,7,10,12,7:11,abbiejanem,0
3751,"""rt @tweetingmarty: oh my goodness! the race leader pits and stalls in the pitlane. it won't restart. van giz loses out in cruel fashion. #bâ€¦""",11,0,0,7,10,12,7:07,pipppppa,0
4560,"""@garthtander @teknoautosports #bathurst1000 extra cruel mistress this year ðŸ˜”""",11,1,1,7,10,12,7:16,taradraper1,0
7566,"""wow - what a finish at #bathurst1000. @j_moffat and @tazdouglas finish 2nd on the mountain for @nissan_msport. 3 x nissans in top 10!!!""",11,1,0,7,10,12,7:38,nismo,1
6116,"""you can do it whincup #bathurst1000""",11,0,0,7,10,12,7:32,brittonissd,0
7059,"""ford bitches!!! #v8sc #bathurst1000""",11,0,0,7,10,12,7:36,nimrodromance,0
10911,"""rt @v8x_magazine: gallery: chaz mostert/paul morris win 2014 bathurst 1000: https://t.co/g79ask5qn6. #v8sc #v8x #v8supercars #bathurst1000.""",11,0,0,7,10,12,9:51,mattb636,0
2988,"""rt @v8chosenone: sadly this is the state of the #2 commodore #v8sc #bathurst1000 http://t.co/ylhaarudcz""",11,0,0,7,10,12,17:27,indy_kiwi,0
4135,"""#bathurst1000 scripted?""",11,0,0,7,10,12,7:10,jgriffo72,0
2757,"""tas bonia set ori 
#tasbranded #tas #tasmurah #tasorimurah #tasori #dompet #dompetbonia #ori #boniaâ€¦ http://t.co/n7fvei98u3""",11,0,0,7,10,12,13:11,c_a85,0
5291,"""reply to @aaronnoonan would like to see some onboard with whincup so we get a sense of how much he's fuel saving #bathurst1000""",11,0,0,7,10,12,7:22,amp8888,0
5821,"""rt @speedcafe: whincup's lead over mostert is 2.9s with two laps to go #v8sc""",11,0,0,7,10,12,7:29,fredsmith914,0
11833,"""rt @flyshiit_onlyy: â€œ@silhouetebeauty: anybody got tickets for migos available #ghoe #greensboro #winston #ncat #uncg #bennett #336â€@_miss_â€¦""",12,0,0,7,10,26,14:01,_miss_mac,0
1709,"""amazing #rocks #kagaroonisland #adelaide http://t.co/kx59ye9l9t""",6,0,0,7,6,22,13:35,5566tao,1
9334,"""rt @bomberboy88: hey @channel7 @7sport how about some coverage of #teamnissan? #bathurst1000""",11,0,0,7,10,12,7:57,ajglasby,0
7732,"""rt @heraldsunsport: mostert wins #bathurst1000 with last lap leader whincup rolling across line with empty tank, moffat 2nd, percat 3rd""",11,0,0,7,10,12,7:39,sassycactusbutt,0
